Book_title,price,shipping_price,book_quantity,case_book_type,book_condition,Author,book_language,published_by,published_year,seller_name,seller_location,seller_rate
Greatest Moments of Cricket (Little Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Very good,"Lamb, Stephen",Language: English,"Green Umbrella Publishing,",2008,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The House Cat (Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Cooper, Helen",Language: English,"Scholastic Hippo,",1995,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Lit Miss 66 Books Naughty Pb,US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,No Author,Language: English,"Egmont Books,",2012,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Flags (Pocket Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Inglefield, Eric",Language: English,"Kingfisher Books Ltd,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Septimouse, Supermouse! (Young Puffin Story Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Jungman, Ann",Language: English,"Puffin Books,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Shooter! (Cocktail Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Very good,1-Sep-07,Language: English,"Parragon Book Service Ltd,",2007,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Sherlock: A Study in Scarlet (Sherlock (BBC Books)),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Doyle, Arthur Conan",Language: English,"BBC Books,",2011,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Ordnance Survey Puzzle Tour of Britain: A Journey Around Britain in Puzzles (Puzzle Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Ordnance Survey and Moore, Dr Gareth",Language: English,"Trapeze,",2019,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Stories for Six Year Olds and Other Young Readers (Young Puffin Books),US$ 3.36,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Sara Corrin,Language: English,"Puffin Books,",1976,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Adventures of Pete and Mary Kate (Story Books),US$ 3.26,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Martin Waddell,Language: English,"Walker Books,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Theres A Spell Up My Nose: Book 3 (Books For Boys),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Whybrow, Ian",Language: English,"Hodder Childrens Books,",2006,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Cookbook for Girls (Usborne Cookery Books),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 3 available,Used - Hardcover,Condition: Very good,Abigail Wheatley,Language: English,"Usborne Publishing,",2012,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Summer Camp at Trebizon (The Dragon Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Digby, Anne",Language: English,"Carnival,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Clever Polly and the Stupid Wolf (Young Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Storr, Catherine",Language: English,"Puffin Books,",1967,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Vera Pratt and the False Moustaches (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Girling, Brough",Language: English,"Puffin Books,",1987,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Toby in the Dark (Story Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Jenny Nimmo,Language: English,"Walker Books,",1999,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Would You Rather Game Book: For Kids Ages 6-12 - Ridiculousness Edition - Funny and Hilarious Questions for Children, Teens and Family - with Incredible . Starter for Kids (Fun and Games Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 9 available,Used - Softcover,Condition: Good,"Alfie, Witty",Language: English,"Independently published,",2020,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Number One, Tickle Your Tum (Baby Bear Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Prater, John",Language: English,"Red Fox,",2002,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Clever Polly and the Stupid Wolf (Young Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Storr, Catherine",Language: English,"Puffin Books,",1967,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
History of the Royal Navy (Coffee Table Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Jackson, Robert",Language: English,"Parragon Plus,",2001,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Thyroid Disorders (Understanding) (Family Doctor Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,Anthony Toft,Language: English,"Family Doctor Publications Ltd,",2008,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
How Do I Get To Heaven? Paperback (Value Books),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Pamela L. McQuade,Language: English,"Barbour Books,",2011,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Tale of Squirrel Nutkin (The original Peter Rabbit books),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 4 available,Used - Hardcover,Condition: Very good,"Potter, Beatrix",Language: English,"Godfrey Cave Associates Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Tale of Squirrel Nutkin (The original Peter Rabbit books),US$ 3.14,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Potter, Beatrix",Language: English,"Godfrey Cave Associates Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Word Power: Guide to Creative Writing (Books for Writers),US$ 3.33,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Birkett, Julian",Language: English,"A and C Black Publishers Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Non-fiction Books: A Writers Guide,US$ 3.33,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Legat, Michael",Language: English,"Robert Hale Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Going Back (Puffin Story Books),US$ 3.33,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Lively, Penelope",Language: English,"Puffin Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Ramona Forever (Puffin Story Books),US$ 3.33,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Cleary, Beverly",Language: English,"Puffin Books,",1986,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Little Book of Outdoor Play: Little Books with Big Ideas (Little Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Featherstone, Sally",Language: English,"Featherstone Education Ltd,",2001,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
George Speaks (Young Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"King-Smith, Dick",Language: English,"Puffin Books,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
When I Was A Child I Read Books,US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Robinson, Marilynne",Language: English,"Virago,",2013,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Joy to the World (Christmas Board Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,Jesslyn DeBoer,Language: English,"Candle Books,",2002,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Comfort of Strangers (Picador Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"McEwan, Ian",Language: English,"Picador,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Secret Passage (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Bawden, Nina",Language: English,"Puffin Books,",1979,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Lit Miss 66 Books Naughty Pb,US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,No Author,Language: English,"Egmont Books,",2012,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Sherlock: Sign of Four (Sherlock (BBC Books)),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Doyle, Arthur Conan",Language: English,"BBC Books,",2012,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The End of Summer (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Pilcher, Rosamunde",Language: English,"Hodder Paperbacks,",1990,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Great Railway Bazaar: By Train Through Asia (Penguin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Theroux, Paul",Language: English,"Penguin Books Ltd,",1977,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Ordinary Jack (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Cresswell, Helen",Language: English,"Puffin Books,",1979,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
On the Farm (Toddler Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,Mary Hurt,Language: English,"Ladybird Books Ltd,",1983,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Daggie Dogfoot (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"King-Smith, Dick",Language: English,"Puffin Books,",1982,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Garfield - Happy Landings (Garfield Pocket Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Davis, Jim",Language: English,"Ravette Publishing Ltd,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Lion at Bedtime (Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Gliori, Debi",Language: English,"Scholastic,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Mr Impossible and the Easter Egg Hunt (Large format) (Mr. Men and Little Miss Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 3 available,Used - Softcover,Condition: Good,"Hargreaves, Adam",Language: English,"Egmont,",2018,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
"Mr Men Little Miss Easter Countdown: A fun-filled new rhyming illustrated book with lots of things for kids to count and see, perfect as an Easter gift! (Mr. Men and Little Miss Picture Books)",US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Unknown Author,Language: English,"Farshore,",2023,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
What They Didnt Teach Me in Sunday School (Hodder Christian Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Parsons, Rob",Language: English,"Hodder and Stoughton,",2000,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Little Book of Gargoyles (Little Books Of.),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Harding, Mike",Language: English,"Aurum Press Ltd,",1998,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Mighty Slide: Stories in Verse: The Mighty Slide; Captain Jim; The Girl Who Doubled; A Pair of Sinners; The Scariest Yet (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Very good,"Ahlberg, Allan",Language: English,"Puffin,",1989,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Wild Mountain Thyme (Coronet Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Pilcher, Rosamunde",Language: English,"Hodder Paperbacks,",1990,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Imaginary Friends (Abacus Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Lurie, Alison",Language: English,"Sphere Books Ltd,",1988,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Mr Men: My Mummy (Mr. Men and Little Miss Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,,Language: English,"Egmont,",2017,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
A Lion at Bedtime (Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Gliori, Debi",Language: English,"Scholastic,",1994,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Skin and Other Stories (Puffin Teenage Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Dahl, Roald",Language: English,"Puffin,",2009,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
The Christmas Joke Book for Funny Kids (Buster Laugh-a-lot Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 4 available,Used - Softcover,Condition: Good,"Currell-Williams, Imogen and Pinder, Andrew",Language: English,"Buster Books,",2020,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Sunday Express Crossword Dictionary (Eric Dobby reference books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Gillian Clark,Language: English,"Eric Dobby Publishing Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Sunday Express Crossword Dictionary (Eric Dobby reference books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Gillian Clark,Language: English,"Eric Dobby Publishing Ltd,",1993,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Katie Morag and the Two Grandmothers (Red Fox Picture Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hedderwick, Mairi",Language: English,"Red Fox,",1997,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Minnow on the Say (Puffin Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,"Pearce, Philippa",Language: English,"Puffin Books,",1978,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
Garfield in the Pink (Garfield Pocket Books),US$ 3.09,US$ 8.03 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,"Davis, Jim",Language: English,"Ravette Publishing Ltd,",1987,Reuseabook,"Gloucester, GLOS, United Kingdom",(5-star seller)
